order_id,order_date,Customers,city,state,product_name,brand_name,category_name,store_name,staffName,total_units,Revenue
191,2016-04-27,Ruthanne Hoover,Torrance,CA,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,Santa Cruz Bikes,Mireya Copeland,1,499.99
191,2016-04-27,Ruthanne Hoover,Torrance,CA,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,1,999.99
191,2016-04-27,Ruthanne Hoover,Torrance,CA,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,2,3599.98
192,2016-04-27,Viva Dawson,Orchard Park,NY,Electra Townie Original 21D - 2016,Electra,Comfort Bicycles,Baldwin Bikes,Venita Daniel,2,1099.98
192,2016-04-27,Viva Dawson,Orchard Park,NY,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,Baldwin Bikes,Venita Daniel,1,499.99
192,2016-04-27,Viva Dawson,Orchard Park,NY,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,Baldwin Bikes,Venita Daniel,1,749.99
192,2016-04-27,Viva Dawson,Orchard Park,NY,Surly Straggler - 2016,Surly,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,2,3098
192,2016-04-27,Viva Dawson,Orchard Park,NY,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,3599.98
193,2016-04-28,Trena Rogers,Campbell,CA,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,2,1099.98
194,2016-04-28,Carroll Kelly,Monroe,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,Baldwin Bikes,Venita Daniel,2,539.98
195,2016-04-28,Kasha Sullivan,Scarsdale,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,Baldwin Bikes,Venita Daniel,2,539.98
195,2016-04-28,Kasha Sullivan,Scarsdale,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,1,269.99
195,2016-04-28,Kasha Sullivan,Scarsdale,NY,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,2641.98
195,2016-04-28,Kasha Sullivan,Scarsdale,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,1,449
195,2016-04-28,Kasha Sullivan,Scarsdale,NY,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,5799.98
196,2016-04-28,Tammie Cherry,Massapequa,NY,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,1,549.99
196,2016-04-28,Tammie Cherry,Massapequa,NY,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,1,599.99
196,2016-04-28,Tammie Cherry,Massapequa,NY,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,1,469.99
196,2016-04-28,Tammie Cherry,Massapequa,NY,Surly Straggler - 2016,Surly,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,2,3098
196,2016-04-28,Tammie Cherry,Massapequa,NY,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,1999.98
197,2016-04-30,Erlinda Nielsen,Maspeth,NY,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,1499.98
197,2016-04-30,Erlinda Nielsen,Maspeth,NY,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,5799.98
198,2016-05-01,Allison Nolan,New City,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,539.98
198,2016-05-01,Allison Nolan,New City,NY,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,1199.98
198,2016-05-01,Allison Nolan,New City,NY,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,1,429
198,2016-05-01,Allison Nolan,New City,NY,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,939.98
198,2016-05-01,Allison Nolan,New City,NY,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,3599.98
199,2016-05-01,Marisa Chambers,Amityville,NY,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,Baldwin Bikes,Venita Daniel,2,999.98
199,2016-05-01,Marisa Chambers,Amityville,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,2,898
199,2016-05-01,Marisa Chambers,Amityville,NY,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,1,2899.99
200,2016-05-01,Lanelle Guerra,Floral Park,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,2,539.98
200,2016-05-01,Lanelle Guerra,Floral Park,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,2,599.98
201,2016-05-01,Brenda Tate,San Angelo,TX,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,2,539.98
201,2016-05-01,Brenda Tate,San Angelo,TX,Electra Townie Original 21D - 2016,Electra,Comfort Bicycles,Rowlett Bikes,Layla Terrell,1,549.99
201,2016-05-01,Brenda Tate,San Angelo,TX,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,1,429
201,2016-05-01,Brenda Tate,San Angelo,TX,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,Rowlett Bikes,Layla Terrell,1,3999.99
202,2016-05-03,Joi Reeves,San Diego,CA,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,1059.98
202,2016-05-03,Joi Reeves,San Diego,CA,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,Santa Cruz Bikes,Mireya Copeland,2,999.98
202,2016-05-03,Joi Reeves,San Diego,CA,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,1,429
202,2016-05-03,Joi Reeves,San Diego,CA,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,1,1799.99
203,2016-05-03,Henrietta Wagner,Fort Worth,TX,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,Rowlett Bikes,Layla Terrell,1,599.99
203,2016-05-03,Henrietta Wagner,Fort Worth,TX,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,2,858
203,2016-05-03,Henrietta Wagner,Fort Worth,TX,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,2,898
203,2016-05-03,Henrietta Wagner,Fort Worth,TX,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,Rowlett Bikes,Layla Terrell,2,1999.98
204,2016-05-04,Danilo Holmes,Hicksville,NY,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,2,858
204,2016-05-04,Danilo Holmes,Hicksville,NY,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,939.98
205,2016-05-04,Myrtie James,Merrick,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,2,539.98
205,2016-05-04,Myrtie James,Merrick,NY,Electra Townie Original 21D - 2016,Electra,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,2,1099.98
206,2016-05-04,Tania Swanson,Longview,TX,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,Rowlett Bikes,Layla Terrell,1,499.99
206,2016-05-04,Tania Swanson,Longview,TX,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,1,599.99
207,2016-05-05,Marget Hodge,Woodhaven,NY,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,2,1099.98
207,2016-05-05,Marget Hodge,Woodhaven,NY,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,Baldwin Bikes,Venita Daniel,1,1320.99
207,2016-05-05,Marget Hodge,Woodhaven,NY,Surly Straggler 650b - 2016,Surly,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,2,3361.98
207,2016-05-05,Marget Hodge,Woodhaven,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,7999.98
208,2016-05-06,Leanna Manning,Hicksville,NY,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,1,549.99
208,2016-05-06,Leanna Manning,Hicksville,NY,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,939.98
208,2016-05-06,Leanna Manning,Hicksville,NY,Surly Straggler - 2016,Surly,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,2,3098
208,2016-05-06,Leanna Manning,Hicksville,NY,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,Baldwin Bikes,Venita Daniel,1,999.99
208,2016-05-06,Leanna Manning,Hicksville,NY,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,5799.98
209,2016-05-07,Clarita Curry,Hollis,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,1,269.99
210,2016-05-07,Lynn Mcmahon,Scarsdale,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,539.98
210,2016-05-07,Lynn Mcmahon,Scarsdale,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,1,269.99
211,2016-05-07,Penney Hall,Liverpool,NY,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,1499.98
211,2016-05-07,Penney Hall,Liverpool,NY,Surly Straggler - 2016,Surly,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,1,1549
212,2016-05-08,Lanora Robbins,West Babylon,NY,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,1099.98
212,2016-05-08,Lanora Robbins,West Babylon,NY,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,1199.98
212,2016-05-08,Lanora Robbins,West Babylon,NY,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,1,449
212,2016-05-08,Lanora Robbins,West Babylon,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,1,3999.99
213,2016-05-08,Lilliam Nolan,Copperas Cove,TX,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,Rowlett Bikes,Kali Vargas,1,269.99
214,2016-05-10,Kaci Gallegos,Ballston Spa,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,1,269.99
215,2016-05-10,Kelsey Noble,Mount Vernon,NY,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,2,1099.98
215,2016-05-10,Kelsey Noble,Mount Vernon,NY,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,1,449
216,2016-05-11,Angelina Lloyd,Apple Valley,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,Santa Cruz Bikes,Genna Serrano,2,539.98
216,2016-05-11,Angelina Lloyd,Apple Valley,CA,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,2,1199.98
217,2016-05-11,Sebrina Hart,Coram,NY,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,1,429
217,2016-05-11,Sebrina Hart,Coram,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,1,449
217,2016-05-11,Sebrina Hart,Coram,NY,Surly Straggler - 2016,Surly,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,2,3098
218,2016-05-12,Vernetta Banks,Brooklyn,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,1,269.99
218,2016-05-12,Vernetta Banks,Brooklyn,NY,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,1,549.99
218,2016-05-12,Vernetta Banks,Brooklyn,NY,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,1499.98
219,2016-05-12,Inez Snider,Ronkonkoma,NY,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,1,599.99
219,2016-05-12,Inez Snider,Ronkonkoma,NY,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,1,1320.99
220,2016-05-12,Noble Glover,Orchard Park,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,2,539.98
220,2016-05-12,Noble Glover,Orchard Park,NY,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,1,499.99
220,2016-05-12,Noble Glover,Orchard Park,NY,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,939.98
220,2016-05-12,Noble Glover,Orchard Park,NY,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,1999.98
221,2016-05-13,Donovan Cantrell,Oakland,CA,Surly Straggler 650b - 2016,Surly,Cyclocross Bicycles,Santa Cruz Bikes,Mireya Copeland,2,3361.98
222,2016-05-13,Gertrud Rhodes,Merrick,NY,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,1499.98
222,2016-05-13,Gertrud Rhodes,Merrick,NY,Surly Straggler - 2016,Surly,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,1,1549
223,2016-05-15,Veronique Fulton,Ballston Spa,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,Baldwin Bikes,Venita Daniel,2,539.98
223,2016-05-15,Veronique Fulton,Ballston Spa,NY,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,1,529.99
223,2016-05-15,Veronique Fulton,Ballston Spa,NY,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,1,599.99
223,2016-05-15,Veronique Fulton,Ballston Spa,NY,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,Baldwin Bikes,Venita Daniel,1,1320.99
223,2016-05-15,Veronique Fulton,Ballston Spa,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,7999.98
224,2016-05-17,Carola Rodriquez,Banning,CA,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,Santa Cruz Bikes,Genna Serrano,1,499.99
224,2016-05-17,Carola Rodriquez,Banning,CA,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,1,469.99
224,2016-05-17,Carola Rodriquez,Banning,CA,Surly Straggler - 2016,Surly,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,2,3098
224,2016-05-17,Carola Rodriquez,Banning,CA,Surly Straggler 650b - 2016,Surly,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,2,3361.98
225,2016-05-17,Fransisca Nicholson,Glendora,CA,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,Santa Cruz Bikes,Genna Serrano,1,269.99
225,2016-05-17,Fransisca Nicholson,Glendora,CA,Trek Conduit+ - 2016,Trek,Electric Bikes,Santa Cruz Bikes,Genna Serrano,1,2999.99
226,2016-05-17,Tony Hicks,Anaheim,CA,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,1,749.99
227,2016-05-17,Kirstie Vazquez,Saratoga Springs,NY,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,2,1059.98
227,2016-05-17,Kirstie Vazquez,Saratoga Springs,NY,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,1999.98
228,2016-05-17,Jamika Blanchard,Fresh Meadows,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,Baldwin Bikes,Venita Daniel,1,269.99
228,2016-05-17,Jamika Blanchard,Fresh Meadows,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,Baldwin Bikes,Venita Daniel,2,599.98
228,2016-05-17,Jamika Blanchard,Fresh Meadows,NY,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,Baldwin Bikes,Venita Daniel,1,499.99
228,2016-05-17,Jamika Blanchard,Fresh Meadows,NY,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,Baldwin Bikes,Venita Daniel,2,1499.98
228,2016-05-17,Jamika Blanchard,Fresh Meadows,NY,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,1,2899.99
229,2016-05-19,Evelina Manning,Mount Vernon,NY,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,2,999.98
229,2016-05-19,Evelina Manning,Mount Vernon,NY,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,2641.98
229,2016-05-19,Evelina Manning,Mount Vernon,NY,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,1,1799.99
230,2016-05-19,Ryan Carter,Nanuet,NY,Surly Straggler 650b - 2016,Surly,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,2,3361.98
231,2016-05-19,Rosamaria Meyer,Webster,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,539.98
231,2016-05-19,Rosamaria Meyer,Webster,NY,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,2641.98
231,2016-05-19,Rosamaria Meyer,Webster,NY,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,3599.98
232,2016-05-20,Latashia Travis,Upland,CA,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,Santa Cruz Bikes,Genna Serrano,2,1199.98
232,2016-05-20,Latashia Travis,Upland,CA,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,1,449
232,2016-05-20,Latashia Travis,Upland,CA,Surly Straggler 650b - 2016,Surly,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,2,3361.98
232,2016-05-20,Latashia Travis,Upland,CA,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,2,3599.98
233,2016-05-21,Melita Dominguez,Auburn,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,1,269.99
233,2016-05-21,Melita Dominguez,Auburn,NY,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,1059.98
233,2016-05-21,Melita Dominguez,Auburn,NY,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,1,549.99
233,2016-05-21,Melita Dominguez,Auburn,NY,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,1199.98
234,2016-05-22,Merrie Fowler,Scarsdale,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,1,299.99
234,2016-05-22,Merrie Fowler,Scarsdale,NY,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,1,549.99
234,2016-05-22,Merrie Fowler,Scarsdale,NY,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,858
234,2016-05-22,Merrie Fowler,Scarsdale,NY,Surly Straggler 650b - 2016,Surly,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,2,3361.98
234,2016-05-22,Merrie Fowler,Scarsdale,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,1,3999.99
235,2016-05-24,Eli Contreras,Ronkonkoma,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,539.98
235,2016-05-24,Eli Contreras,Ronkonkoma,NY,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,1,469.99
235,2016-05-24,Eli Contreras,Ronkonkoma,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,7999.98
236,2016-05-25,Stephaine Riddle,Brooklyn,NY,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,1499.98
236,2016-05-25,Stephaine Riddle,Brooklyn,NY,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,1999.98
236,2016-05-25,Stephaine Riddle,Brooklyn,NY,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,2,5799.98
237,2016-05-25,Carman Hardy,Jamestown,NY,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,1,529.99
237,2016-05-25,Carman Hardy,Jamestown,NY,Electra Townie Original 21D - 2016,Electra,Comfort Bicycles,Baldwin Bikes,Venita Daniel,1,549.99
237,2016-05-25,Carman Hardy,Jamestown,NY,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,Baldwin Bikes,Venita Daniel,1,599.99
237,2016-05-25,Carman Hardy,Jamestown,NY,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,2,1199.98
238,2016-05-26,Annett Rush,Rosedale,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,539.98
238,2016-05-26,Annett Rush,Rosedale,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,2,539.98
238,2016-05-26,Annett Rush,Rosedale,NY,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,1,499.99
238,2016-05-26,Annett Rush,Rosedale,NY,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,1199.98
238,2016-05-26,Annett Rush,Rosedale,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,1,3999.99
239,2016-05-27,Lashawn Ortiz,Longview,TX,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,Rowlett Bikes,Layla Terrell,2,539.98
239,2016-05-27,Lashawn Ortiz,Longview,TX,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,2,1199.98
239,2016-05-27,Lashawn Ortiz,Longview,TX,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,1,449
239,2016-05-27,Lashawn Ortiz,Longview,TX,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,Rowlett Bikes,Layla Terrell,2,5799.98
240,2016-05-27,Kanesha Vega,Rome,NY,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,1,1320.99
240,2016-05-27,Kanesha Vega,Rome,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,898
240,2016-05-27,Kanesha Vega,Rome,NY,Trek Conduit+ - 2016,Trek,Electric Bikes,Baldwin Bikes,Marcelene Boyer,1,2999.99
240,2016-05-27,Kanesha Vega,Rome,NY,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,1,1799.99
241,2016-05-27,Divina Madden,Long Beach,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,1,3999.99
242,2016-05-27,Almeta Benjamin,Sunnyside,NY,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,Baldwin Bikes,Venita Daniel,1,999.99
243,2016-05-27,Barrett Sanders,Longview,TX,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,Rowlett Bikes,Kali Vargas,2,999.98
243,2016-05-27,Barrett Sanders,Longview,TX,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,Rowlett Bikes,Kali Vargas,2,898
243,2016-05-27,Barrett Sanders,Longview,TX,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,Rowlett Bikes,Kali Vargas,2,7999.98
244,2016-05-28,Venus Hewitt,Farmingdale,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,1,269.99
244,2016-05-28,Venus Hewitt,Farmingdale,NY,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,1,499.99
244,2016-05-28,Venus Hewitt,Farmingdale,NY,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,1,449
245,2016-05-29,Scarlet Yates,Patchogue,NY,Surly Straggler - 2016,Surly,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,2,3098
